,word,url,word_class,definition
2965,neoclassical,https://www.dictionary.com/browse/neoclassical,adjective,"sometimes ne·o·clas·si·cal . of, relating to, or designating any of various movements of the late 1600s to the mid 1800s in architecture, the arts, literature, etc. that attempted to revive classical greek or roman aesthetics or philosophy."
2966,nerve-wracking,https://www.dictionary.com/browse/nerve-wracking,adjective,"extremely irritating, annoying, or trying: a nerve-racking day; a nerve-racking noise."
2967,neurotic,https://www.dictionary.com/browse/neurotic,adjective,"of, relating to, or characteristic of neurosis. "
2968,new,https://www.dictionary.com/browse/new,adjective,"of recent origin, production, purchase, etc.; having but lately come or been brought into being: a new book."
2969,next,https://www.dictionary.com/browse/next,adjective,"immediately following in time, order, importance, etc.: the next day; the next person in line."
2970,nightmarish,https://www.dictionary.com/browse/nightmarish,adjective,"resembling a nightmare,  especially in being terrifying, exasperating, or the like: his nightmarish experience in a concentration camp."
2971,nihilistic,https://www.dictionary.com/browse/nihilistic,adjective,"of or believing in nihilism,  or the total rejection of established laws and institutions: an exhibition of nihilistic art—now there's an oxymoron!"
2972,nippy,https://www.dictionary.com/browse/nippy,adjective,chilly or cold: morning air that feels a bit nippy.
2973,nocturnal,https://www.dictionary.com/browse/nocturnal,adjective,of or relating to the night (opposed to diurnal).
2974,nonchalant,https://www.dictionary.com/browse/nonchalant,adjective,"coolly unconcerned, indifferent, or unexcited; casual: his nonchalant manner infuriated me."
2975,noncommittal,https://www.dictionary.com/browse/noncommittal,adjective,"not committing oneself, or not involving committal,  to a particular view, course, or the like: the senator gave us a noncommittal answer."
2976,nonhuman,https://www.dictionary.com/browse/nonhuman,adjective,"not displaying the emotions, sympathies, intelligence, etc., of most human  beings."
2977,nonliving,https://www.dictionary.com/browse/nonliving,adjective,having life; being alive; not dead: living persons.
2978,nonplussed,https://www.dictionary.com/browse/nonplussed,adjective,"completely puzzled or perplexed by something unexpected: she blows a hole in the wall and escapes, and the nonplussed aliens are left wondering what happened."
2979,nonprofit,https://www.dictionary.com/browse/nonprofit,adjective,not established for the purpose of making a profit;  not entered into for money: a nonprofit institution.
2980,nonsensical,https://www.dictionary.com/browse/nonsensical,adjective,(of words or language) having little or no meaning; making little or no sense: a baby's babbling is appealingly nonsensical.
2981,nordic,https://www.dictionary.com/browse/nordic,adjective,"of, relating to, or characteristic of a germanic people of northern european origin, exemplified by the scandinavians."
2982,normative,https://www.dictionary.com/browse/normative,adjective,"of or relating to a norm,  especially an assumed norm regarded as the standard of correctness in behavior, speech, writing, etc."
2983,north,https://www.dictionary.com/browse/north,adjective,"in, toward, or facing, the north: the north gate."
2984,noteworthy,https://www.dictionary.com/browse/noteworthy,adjective,worthy  of notice or attention; notable; remarkable: a noteworthy addition to our collection of rare books.
2985,nouveau,https://www.dictionary.com/browse/nouveau,adjective,"newly or recently created, developed, or come to prominence: the sudden success of the firm created several nouveau millionaires."
2986,novel,https://www.dictionary.com/browse/novel,adjective,of a new and unusual kind; different from anything seen or known before: a novel idea.
2987,nuclear,https://www.dictionary.com/browse/nuclear,adjective,pertaining to or involving atomic weapons: nuclear war.
2988,nude,https://www.dictionary.com/browse/nude,adjective,"naked or unclothed, as a person or the body."
2989,numberless,https://www.dictionary.com/browse/numberless,adjective,so great in number that no numerically expressed amount is reasonable or possible; innumerable; countless; myriad. 
2990,numerical,https://www.dictionary.com/browse/numerical,adjective,of or relating to numbers;  of the nature of a number.
2991,nurturing,https://www.dictionary.com/browse/nurturing,adjective,"providing food, protection, comfort, or support:creating safe, nurturing places where all children can grow and develop their unique gifts is a responsibility of all adult members of a society."
2992,nutty,https://www.dictionary.com/browse/nutty,adjective,abounding in or producing nuts.
2993,numbing,https://www.dictionary.com/browse/numbing,adjective,causing numbness  or insensibility; stupefying: the numbing effects of grief; a story repeated with numbing regularity.
2994,numinous,https://www.dictionary.com/browse/numinous,adjective,"of, relating to, or like a numen;  spiritual or supernatural."
2995,nuptial,https://www.dictionary.com/browse/nuptial,adjective,of or relating to marriage or the marriage ceremony: the nuptial day; nuptial vows.
2996,navigable,https://www.dictionary.com/browse/navigable,adjective,deep and wide enough to provide passage to ships: a navigable channel.
2997,naive,https://www.dictionary.com/browse/naive,adjective,"having or showing a lack of experience, judgment, or information; credulous: she's so naive she believes everything she reads.he has a very naive attitude toward politics."
2998,narrow,https://www.dictionary.com/browse/narrow,adjective,of little breadth or width; not broad or wide; not as wide as usual or expected: a narrow path.
2999,nationalistic,https://www.dictionary.com/browse/nationalistic,adjective,"also na·tion·al·is·tic. of, relating to, or promoting nationalism: the beginnings of a nationalist movement."
3000,native,https://www.dictionary.com/browse/native,adjective,being the place or environment in which a person was born or a thing came into being: one's native land.
3001,nautical,https://www.dictionary.com/browse/nautical,adjective,"of or relating to sailors, ships, or navigation: nautical terms."
3002,naval,https://www.dictionary.com/browse/naval,adjective,of or relating to warships: a naval battle; naval strength.
3003,noted,https://www.dictionary.com/browse/noted,adjective,well-known; celebrated; famous: a noted scholar.
3004,noticeable,https://www.dictionary.com/browse/noticeable,adjective,attracting notice  or attention; capable of being noticed: a noticeable lack of interest.
3005,novelistic,https://www.dictionary.com/browse/novelistic,adjective,"of, relating to, or characteristic of novels. "
3006,now,https://www.dictionary.com/browse/now,adjective,"up-to-the-minute; encompassing the latest ideas, fads, or fashions: the now look; the now generation."
3007,nutrient-dense,https://www.dictionary.com/browse/nutrient-dense,adjective,(of food) relatively rich in nutrients for the number of calories contained: a potato is a nutrient-dense carbohydrate.
3008,nappy,https://www.dictionary.com/browse/nappy,adjective,sometimes offensive. (especially of a black person's hair) tightly curled; kinky. 
3009,nasal,https://www.dictionary.com/browse/nasal,adjective,of or relating to the nose: the nasal cavity.
3010,nerveless,https://www.dictionary.com/browse/nerveless,adjective,"without nervousness, as in emergencies; calm; collected."
3011,net,https://www.dictionary.com/browse/net,adjective,"remaining after deductions, as for charges or expenses (opposed to gross): net earnings."
3012,neutral,https://www.dictionary.com/browse/neutral,adjective,not taking part or giving assistance in a dispute or war between others: a neutral nation during world war ii.
3013,new-fashioned,https://www.dictionary.com/browse/new-fashioned,adjective,"lately come into fashion; made in a new style, fashion, etc."
3014,newborn,https://www.dictionary.com/browse/newborn,adjective,recently or only just born. 
3015,newsy,https://www.dictionary.com/browse/newsy,adjective,full of news: a nice long newsy letter.
3016,night-time,https://www.dictionary.com/browse/night-time,adjective,"occurring, done, presented, etc., during the night,  especially the hours before midnight."
3017,noble-minded,https://www.dictionary.com/browse/noble-minded,adjective,characterized by morally admirable thought or motives; righteous; worthy.
3018,obese,https://www.dictionary.com/browse/obese,adjective,very fat or overweight; corpulent.
3019,obligatory,https://www.dictionary.com/browse/obligatory,adjective,required as a matter of obligation; mandatory: a reply is desirable but not obligatory.
3020,obscure,https://www.dictionary.com/browse/obscure,adjective,"(of meaning) not clear or plain; ambiguous, vague, or uncertain: an obscure sentence in the contract."
3021,observant,https://www.dictionary.com/browse/observant,adjective,quick to notice or perceive; alert.
3022,obsolete,https://www.dictionary.com/browse/obsolete,adjective,no longer in general use; fallen into disuse: an obsolete expression.
3023,obstinate,https://www.dictionary.com/browse/obstinate,adjective,"firmly or stubbornly adhering to one's purpose, opinion, etc.; not yielding to argument, persuasion, or entreaty."
3024,obvious,https://www.dictionary.com/browse/obvious,adjective,"easily seen, recognized, or understood; open to view or knowledge; evident: an obvious advantage."
