latlong,postal_code,postal_sector,postal_district,general_location
"1.350224,103.7051649",641272,64,22,Jurong
"1.427787,103.794715",730588,73,25,"Kranji, Woodgrove"
"1.443548,103.7886539",730870,73,25,"Kranji, Woodgrove"
"1.3315755,103.8852084",360083,36,13,"Macpherson, Braddell"
"1.3224981,103.9567406",486410,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.342256,103.704259",643686,64,22,Jurong
"1.301569,103.848212",228151,22,9,"Orchard, Cairnhill, River Valley"
"1.332966,103.871606",348313,34,13,"Macpherson, Braddell"
"1.395553,103.910119",823110,82,19,"Serangoon Garden, Hougang, Punggol"
"1.391725,103.885487",542312,54,19,"Serangoon Garden, Hougang, Punggol"
"1.366631,103.841498",560215,56,20,"Bishan, Ang Mo Kio"
"1.4237108,103.8400759",760652,76,27,"Yishun, Sembawang"
"1.333879,103.941981",460095,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.350898,103.731512",600334,60,22,Jurong
"1.3561425,103.8323658",579660,57,20,"Bishan, Ang Mo Kio"
"1.398545,103.908581",822176,82,19,"Serangoon Garden, Hougang, Punggol"
"1.43753,103.832398",760175,76,27,"Yishun, Sembawang"
"1.306275,103.903474",424758,42,15,"Katong, Joo Chiat, Amber Road"
"1.314316,103.836788",258117,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.31773,103.90864",423761,42,15,"Katong, Joo Chiat, Amber Road"
"1.3399,103.696803",641647,64,22,Jurong
"1.363598,103.882883",549814,54,19,"Serangoon Garden, Hougang, Punggol"
"1.437858,103.794487",734886,73,25,"Kranji, Woodgrove"
"1.3618794,103.7753145",NIL,NI,,
"1.397812,103.744656",680603,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.341259,103.846374",310109,31,12,"Balestier, Toa Payoh, Serangoon"
"1.4442115,103.7997338",730726,73,25,"Kranji, Woodgrove"
"1.300572,103.904037",449299,44,15,"Katong, Joo Chiat, Amber Road"
"1.368633,103.8560114",560453,56,20,"Bishan, Ang Mo Kio"
"1.443588,103.804551",738097,73,25,"Kranji, Woodgrove"
"1.3750005,103.8280866",579460,57,20,"Bishan, Ang Mo Kio"
"1.321581,103.941647",460043,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.341936,103.737722",600229,60,22,Jurong
"1.323645,103.842491",308490,30,11,"Watten Estate, Novena, Thomson"
"1.420062,103.83206",760794,76,27,"Yishun, Sembawang"
"1.326568,103.901105",400342,40,14,"Geylang, Eunos"
"1.341112,103.687735",640915,64,22,Jurong
"1.3162335,103.840008",309304,30,11,"Watten Estate, Novena, Thomson"
"1.359335,103.847097",570237,57,20,"Bishan, Ang Mo Kio"
"1.3146865,103.8511459",211048,21,8,Little India
"1.325278,103.925369",461036,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.295713,103.842124",238595,23,9,"Orchard, Cairnhill, River Valley"
"1.357847,103.944882",520405,52,18,"Tampines, Pasir Ris"
"1.342338,103.957206",520225,52,18,"Tampines, Pasir Ris"
"1.441866,103.797086",730712,73,25,"Kranji, Woodgrove"
"1.3444333,103.870002",358180,35,13,"Macpherson, Braddell"
"1.3677335,103.9582933",510103,51,18,"Tampines, Pasir Ris"
"1.375959,103.943961",510509,51,18,"Tampines, Pasir Ris"
"1.3735698,103.9566559",510467,51,18,"Tampines, Pasir Ris"
"1.3184334,103.8974954",400415,40,14,"Geylang, Eunos"
"1.3598063,103.7506415",650369,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.353855,103.873433",550207,55,19,"Serangoon Garden, Hougang, Punggol"
"1.386622,103.906728",540122,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3232241,103.8856088",370087,37,13,"Macpherson, Braddell"
"1.421096,103.747464",729058,72,25,"Kranji, Woodgrove"
"1.346126,103.961341",487878,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.4210449,103.837298",760642,76,27,"Yishun, Sembawang"
"1.304611,103.908712",440071,44,15,"Katong, Joo Chiat, Amber Road"
"1.344423,103.715089",640204,64,22,Jurong
"1.379935,103.740501",680408,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.434319,103.8303514",760121,76,27,"Yishun, Sembawang"
"1.3238242,103.8822028",380126,38,14,"Geylang, Eunos"
"1.33583,103.879775",360014,36,13,"Macpherson, Braddell"
"1.33368,103.8456",310153,31,12,"Balestier, Toa Payoh, Serangoon"
"1.376517,103.737796",681476,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3795217,103.8668934",806763,80,28,Seletar
"1.4235193,103.8319415",760774,76,27,"Yishun, Sembawang"
"1.3773614,103.7698629",670121,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.351647,103.744455",650134,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.37462,103.87448",550533,55,19,"Serangoon Garden, Hougang, Punggol"
"1.307977,103.888812",390062,39,14,"Geylang, Eunos"
"1.311556,103.7884055",270019,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.292878,103.840873",238974,23,9,"Orchard, Cairnhill, River Valley"
"1.320367,103.85989",325113,32,12,"Balestier, Toa Payoh, Serangoon"
"1.417456,103.844795",768087,76,27,"Yishun, Sembawang"
"1.396871,103.905393",820105,82,19,"Serangoon Garden, Hougang, Punggol"
"1.351937,103.94713",521248,52,18,"Tampines, Pasir Ris"
"1.311556,103.8849",398498,39,14,"Geylang, Eunos"
"1.35654,103.958562",520374,52,18,"Tampines, Pasir Ris"
"1.339316,103.69656",640645,64,22,Jurong
"1.3310913,103.90912",470118,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3793621,103.8393471",560610,56,20,"Bishan, Ang Mo Kio"
"1.325697,103.83926",309371,30,11,"Watten Estate, Novena, Thomson"
"1.352782,103.9522889",520202,52,18,"Tampines, Pasir Ris"
"1.4422085,103.795566",730745,73,25,"Kranji, Woodgrove"
"1.40221,103.747511",680672,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3308379,103.8672346",358461,35,13,"Macpherson, Braddell"
"1.35704,103.897722",539350,53,19,"Serangoon Garden, Hougang, Punggol"
"1.4279254,103.7746711",730421,73,25,"Kranji, Woodgrove"
"1.367538,103.855903",560447,56,20,"Bishan, Ang Mo Kio"
"1.4406338,103.8043637",733682,73,25,"Kranji, Woodgrove"
"1.398519,103.908615",822176,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3164158,103.9212303",459658,45,15,"Katong, Joo Chiat, Amber Road"
"1.3722463,103.8867728",530501,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3772025,103.7661648",670151,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4127209,103.834119",760820,76,27,"Yishun, Sembawang"
"1.3119023,103.915054",426868,42,15,"Katong, Joo Chiat, Amber Road"
"1.3502559,103.8516609",570189,57,20,"Bishan, Ang Mo Kio"
"1.3463708,103.8724073",550403,55,19,"Serangoon Garden, Hougang, Punggol"
"1.347998,103.72948",600322,60,22,Jurong
"1.3121163,103.9055166",427043,42,15,"Katong, Joo Chiat, Amber Road"
"1.426766,103.828829",760719,76,27,"Yishun, Sembawang"
"1.3255394,103.8398422",309736,30,11,"Watten Estate, Novena, Thomson"
"1.3391483,103.7231471",610335,61,22,Jurong
"1.3365216,103.7201484",610363,61,22,Jurong
"1.313548,103.885346",389466,38,14,"Geylang, Eunos"
"1.3743129,103.775414",670213,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.307313,103.889415",390058,39,14,"Geylang, Eunos"
"1.419386,103.842349",763675,76,27,"Yishun, Sembawang"
"1.347056,103.74489",650185,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3391663,103.8446062",310119,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3144657,103.8705033",380013,38,14,"Geylang, Eunos"
"1.354331,103.721377",640405,64,22,Jurong
"1.346154,103.732856",600315,60,22,Jurong
"1.364628,103.865529",555952,55,19,"Serangoon Garden, Hougang, Punggol"
"1.339803,103.734653",600116,60,22,Jurong
"1.352914,103.886713",530124,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3649046,103.8562375",560468,56,20,"Bishan, Ang Mo Kio"
"1.316414,103.887922",389760,38,14,"Geylang, Eunos"
"1.354468,103.887607",530120,53,19,"Serangoon Garden, Hougang, Punggol"
"1.4492977,103.8143861",753359,75,27,"Yishun, Sembawang"
"1.374316,103.769954",670133,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3079797,103.8994102",438874,43,15,"Katong, Joo Chiat, Amber Road"
"1.3308667,103.9255293",460546,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.327034,103.856457",320041,32,12,"Balestier, Toa Payoh, Serangoon"
"1.3508722,103.7448918",650136,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.336212,103.856253",310017,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3867164,103.759849",670630,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.441746,103.806463",733687,73,25,"Kranji, Woodgrove"
"1.3757056,103.9426664",510609,51,18,"Tampines, Pasir Ris"
"1.377728,103.74856",681818,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3544769,103.858895",568312,56,20,"Bishan, Ang Mo Kio"
"1.360373,103.75041",650368,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.316616,103.8784359",380050,38,14,"Geylang, Eunos"
"1.39556,103.904028",541189,54,19,"Serangoon Garden, Hougang, Punggol"
"1.317311,103.828797",258204,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.3289051,103.9221504",460051,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.316179,103.75375",127466,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.333639,103.924036",460533,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.392686,103.878435",793440,79,28,Seletar
"1.3648325,103.8633579",556017,55,19,"Serangoon Garden, Hougang, Punggol"
"1.336438,103.8539459",310044,31,12,"Balestier, Toa Payoh, Serangoon"
"1.324716,103.812371",288352,28,11,"Watten Estate, Novena, Thomson"
"1.317057,103.910054",426235,42,15,"Katong, Joo Chiat, Amber Road"
"1.439603,103.795304",730861,73,25,"Kranji, Woodgrove"
"1.307602,103.856138",208035,20,8,Little India
"1.4445821,103.8179018",750324,75,27,"Yishun, Sembawang"
"1.425573,103.846953",760412,76,27,"Yishun, Sembawang"
"1.3299773,103.9034557",400311,40,14,"Geylang, Eunos"
"1.436782,103.802673",730636,73,25,"Kranji, Woodgrove"
"1.363599,103.889663",530371,53,19,"Serangoon Garden, Hougang, Punggol"
"1.423719,103.8324504",760772,76,27,"Yishun, Sembawang"
"1.310066,103.918318",458965,45,15,"Katong, Joo Chiat, Amber Road"
"1.360423,103.892033",530253,53,19,"Serangoon Garden, Hougang, Punggol"
"1.348367,103.75449",650229,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.387863,103.907281",541159,54,19,"Serangoon Garden, Hougang, Punggol"
"1.321667,103.949547",466065,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3837981,103.7398544",680439,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.358407,103.8381244",575643,57,20,"Bishan, Ang Mo Kio"
"1.352862,103.889926",530108,53,19,"Serangoon Garden, Hougang, Punggol"
"1.303878,103.800377",140081,14,3,"Queenstown, Tiong Bahru"
"1.307892,103.882531",391007,39,14,"Geylang, Eunos"
"1.342359,103.950082",520109,52,18,"Tampines, Pasir Ris"
"1.373722,103.893015",530426,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3681247,103.9520145",510555,51,18,"Tampines, Pasir Ris"
"1.388874,103.838467",788815,78,26,"Upper Thomson, Springleaf"
"1.317114,103.909628",426224,42,15,"Katong, Joo Chiat, Amber Road"
"1.383045,103.8406",560621,56,20,"Bishan, Ang Mo Kio"
"1.421889,103.833565",760784,76,27,"Yishun, Sembawang"
"1.291103,103.836642",238257,23,9,"Orchard, Cairnhill, River Valley"
"1.3727895,103.871038",550549,55,19,"Serangoon Garden, Hougang, Punggol"
"1.438356,103.778025",730132,73,25,"Kranji, Woodgrove"
"1.3156192,103.8251738",259469,25,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.369544,103.8650603",557710,55,19,"Serangoon Garden, Hougang, Punggol"
"1.4397271,103.7907709",730832,73,25,"Kranji, Woodgrove"
"1.373451,103.840221",568702,56,20,"Bishan, Ang Mo Kio"
"1.312342,103.873729",381111,38,14,"Geylang, Eunos"
"1.416745,103.837213",760854,76,27,"Yishun, Sembawang"
"1.373184,103.775503",670203,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.353894,103.831227",575512,57,20,"Bishan, Ang Mo Kio"
"1.350037,103.94875",520270,52,18,"Tampines, Pasir Ris"
"1.369269,103.95108",510541,51,18,"Tampines, Pasir Ris"
"1.388486,103.907007",544158,54,19,"Serangoon Garden, Hougang, Punggol"
"1.41758,103.831219",760805,76,27,"Yishun, Sembawang"
"1.447206,103.798848",730769,73,25,"Kranji, Woodgrove"
"1.3874102,103.865449",805976,80,28,Seletar
"1.3186437,103.8623865",330024,33,12,"Balestier, Toa Payoh, Serangoon"
"1.3024196,103.8836721",431007,43,15,"Katong, Joo Chiat, Amber Road"
"1.380136,103.879346",536978,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3110528,103.9053877",424334,42,15,"Katong, Joo Chiat, Amber Road"
"1.382519,103.936396",510718,51,18,"Tampines, Pasir Ris"
"1.351084,103.935607",520840,52,18,"Tampines, Pasir Ris"
"1.402153,103.747997",681671,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.367823,103.8552799",560446,56,20,"Bishan, Ang Mo Kio"
"1.361923,103.951536",522493,52,18,"Tampines, Pasir Ris"
"1.347187,103.851567",570125,57,20,"Bishan, Ang Mo Kio"
"1.317546,103.898527",406002,40,14,"Geylang, Eunos"
"1.3622839,103.8627547",559731,55,19,"Serangoon Garden, Hougang, Punggol"
"1.404548,103.913995",822669,82,19,"Serangoon Garden, Hougang, Punggol"
"1.3482545,103.9500508",520274,52,18,"Tampines, Pasir Ris"
"1.352626,103.71963",640448,64,22,Jurong
"1.371994,103.837256",560106,56,20,"Bishan, Ang Mo Kio"
"1.339829,103.734659",600116,60,22,Jurong
"1.37813,103.838285",560618,56,20,"Bishan, Ang Mo Kio"
"1.346733,103.744155",650186,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.332977,103.939904",460097,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.300598,103.848584",228192,22,9,"Orchard, Cairnhill, River Valley"
"1.3735959,103.9619092",510234,51,18,"Tampines, Pasir Ris"
"1.324803,103.857822",320074,32,12,"Balestier, Toa Payoh, Serangoon"
"1.345807,103.719694",640517,64,22,Jurong
"1.36554,103.745155",650404,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.322545,103.848121",309973,30,11,"Watten Estate, Novena, Thomson"
"1.442764,103.792787",730845,73,25,"Kranji, Woodgrove"
"1.380354,103.746196",680230,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.329171,103.909205",470105,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.358291,103.881014",548070,54,19,"Serangoon Garden, Hougang, Punggol"
"1.402663,103.901417",824273,82,19,"Serangoon Garden, Hougang, Punggol"
"1.336834,103.7425669",600203,60,22,Jurong
"1.3701076,103.8363135",560258,56,20,"Bishan, Ang Mo Kio"
"1.348786,103.938924",520913,52,18,"Tampines, Pasir Ris"
"1.301585,103.901301",439947,43,15,"Katong, Joo Chiat, Amber Road"
"1.336221,103.858479",311014,31,12,"Balestier, Toa Payoh, Serangoon"
"1.308384,103.861858",200809,20,8,Little India
"1.380027,103.763",670183,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.342068,103.743105",600243,60,22,Jurong
"1.3439591,103.6888515",640941,64,22,Jurong
"1.38587,103.762378",670619,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3436259,103.6926742",640839,64,22,Jurong
"1.375332,103.877533",530952,53,19,"Serangoon Garden, Hougang, Punggol"
"1.366239,103.848756",560312,56,20,"Bishan, Ang Mo Kio"
"1.313066,103.912015",425702,42,15,"Katong, Joo Chiat, Amber Road"
"1.37297,103.953893",510410,51,18,"Tampines, Pasir Ris"
"1.378523,103.738377",680474,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4147851,103.8363498",760875,76,27,"Yishun, Sembawang"
"1.306757,103.888895",399949,39,14,"Geylang, Eunos"
"1.389043,103.877238",791409,79,28,Seletar
"1.3451381,103.7179679",640518,64,22,Jurong
"1.347283,103.941525",520937,52,18,"Tampines, Pasir Ris"
"1.366023,103.871635",550126,55,19,"Serangoon Garden, Hougang, Punggol"
"1.357027,103.935941",520726,52,18,"Tampines, Pasir Ris"
"1.332496,103.878479",349678,34,13,"Macpherson, Braddell"
"1.320063,103.858517",327826,32,12,"Balestier, Toa Payoh, Serangoon"
"1.319525,103.91941",455813,45,15,"Katong, Joo Chiat, Amber Road"
"1.3014085,103.8888313",437405,43,15,"Katong, Joo Chiat, Amber Road"
"1.3240581,103.8866841",370053,37,13,"Macpherson, Braddell"
"1.447974,103.802459",735782,73,25,"Kranji, Woodgrove"
"1.348011,103.879777",536370,53,19,"Serangoon Garden, Hougang, Punggol"
"1.37677,103.766703",670149,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4270287,103.8307367",760725,76,27,"Yishun, Sembawang"
"1.3509698,103.8381257",570310,57,20,"Bishan, Ang Mo Kio"
"1.4327195,103.78907",730509,73,25,"Kranji, Woodgrove"
"1.4214191,103.8473391",760435,76,27,"Yishun, Sembawang"
"1.333914,103.9034445",415926,41,14,"Geylang, Eunos"
"1.32828,103.851544",321102,32,12,"Balestier, Toa Payoh, Serangoon"
"1.379437,103.8783",532987,53,19,"Serangoon Garden, Hougang, Punggol"
"1.357637,103.954503",520456,52,18,"Tampines, Pasir Ris"
"1.3058947,103.9163319",440052,44,15,"Katong, Joo Chiat, Amber Road"
"1.34976,103.757255",650245,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.374504,103.854003",560536,56,20,"Bishan, Ang Mo Kio"
"1.309447,103.8844827",390034,39,14,"Geylang, Eunos"
"1.303476,103.850154",180009,18,7,"Middle Road, Golden Mile"
"1.3543322,103.8403959",577797,57,20,"Bishan, Ang Mo Kio"
"1.380341,103.828465",787734,78,26,"Upper Thomson, Springleaf"
"1.2764087,103.8364453",089916,08,2,"Anson, Tanjong Pagar"
"1.313848,103.929232",455055,45,15,"Katong, Joo Chiat, Amber Road"
"1.3609447,103.8726558",555796,55,19,"Serangoon Garden, Hougang, Punggol"
"1.407043,103.7586567",729905,72,25,"Kranji, Woodgrove"
"1.428601,103.79545",730587,73,25,"Kranji, Woodgrove"
"1.3345959,103.846427",310146,31,12,"Balestier, Toa Payoh, Serangoon"
"1.350193,103.87478",550416,55,19,"Serangoon Garden, Hougang, Punggol"
"1.306972,103.899086",438774,43,15,"Katong, Joo Chiat, Amber Road"
"1.337948,103.746586",603285,60,22,Jurong
"1.305343,103.838415",229812,22,9,"Orchard, Cairnhill, River Valley"
"1.312411,103.884627",398483,39,14,"Geylang, Eunos"
"1.294547,103.810972",143062,14,3,"Queenstown, Tiong Bahru"
"1.351103,103.889221",530171,53,19,"Serangoon Garden, Hougang, Punggol"
"1.4266377,103.8309169",760726,76,27,"Yishun, Sembawang"
"1.3705725,103.85786",560561,56,20,"Bishan, Ang Mo Kio"
"1.4273786,103.7771687",738145,73,25,"Kranji, Woodgrove"
"1.3787319,103.7733744",670257,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.337348,103.765214",596600,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.380608,103.937839",510705,51,18,"Tampines, Pasir Ris"
"1.294073,103.804501",140146,14,3,"Queenstown, Tiong Bahru"
"1.346368,103.873225",550401,55,19,"Serangoon Garden, Hougang, Punggol"
"1.367993,103.851481",560422,56,20,"Bishan, Ang Mo Kio"
"1.389787,103.772225",670480,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4460903,103.8186213",750321,75,27,"Yishun, Sembawang"
"1.325137,103.941945",461055,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3091547,103.8988917",438815,43,15,"Katong, Joo Chiat, Amber Road"
"1.297591,103.889661",437894,43,15,"Katong, Joo Chiat, Amber Road"
"1.307494,103.913872",424162,42,15,"Katong, Joo Chiat, Amber Road"
"1.3769124,103.7684732",670118,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.4345525,103.7776651",730178,73,25,"Kranji, Woodgrove"
"1.4149611,103.8339708",760834,76,27,"Yishun, Sembawang"
"1.337705,103.922276",470741,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.312812,103.88712",398293,39,14,"Geylang, Eunos"
"1.309293,103.85259",212671,21,8,Little India
"1.335969,103.848814",311082,31,12,"Balestier, Toa Payoh, Serangoon"
"1.3754052,103.8365155",560173,56,20,"Bishan, Ang Mo Kio"
"1.3707407,103.8702316",550103,55,19,"Serangoon Garden, Hougang, Punggol"
"1.3907206,103.7421439",680518,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3867058,103.7601941",670631,67,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3585572,103.8480487",570223,57,20,"Bishan, Ang Mo Kio"
"1.298749,103.82667",249569,24,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.317869,103.770939",120343,12,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town"
"1.314582,103.805765",NIL,NI,,
"1.3792594,103.8376305",560609,56,20,"Bishan, Ang Mo Kio"
"1.440359,103.787027",730803,73,25,"Kranji, Woodgrove"
"1.319879,103.781134",278637,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.341997,103.768563",596746,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.322333,103.871339",330094,33,12,"Balestier, Toa Payoh, Serangoon"
"1.4452125,103.7967885",730764,73,25,"Kranji, Woodgrove"
"1.380537,103.879195",537981,53,19,"Serangoon Garden, Hougang, Punggol"
"1.341246,103.707844",641698,64,22,Jurong
"1.310057,103.884573",390054,39,14,"Geylang, Eunos"
"1.435218,103.828204",760116,76,27,"Yishun, Sembawang"
"1.4287637,103.8270805",760708,76,27,"Yishun, Sembawang"
"1.332923,103.9119068",470132,47,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3258352,103.9526146",488821,48,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.293228,103.811155",142059,14,3,"Queenstown, Tiong Bahru"
"1.3201009,103.7472641",600414,60,22,Jurong
"1.396015,103.874654",797415,79,28,Seletar
"1.321422,103.859044",320109,32,12,"Balestier, Toa Payoh, Serangoon"
"1.315471,103.929478",455169,45,15,"Katong, Joo Chiat, Amber Road"
"1.335732,103.724159",610121,61,22,Jurong
"1.389553,103.879616",790414,79,28,Seletar
"1.3530258,103.9364758",520854,52,18,"Tampines, Pasir Ris"
"1.369386,103.75237",658449,65,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.361772,103.93599",524605,52,18,"Tampines, Pasir Ris"
"1.388767,103.874666",793406,79,28,Seletar
"1.4337908,103.8275862",763115,76,27,"Yishun, Sembawang"
"1.3585414,103.9371036",520711,52,18,"Tampines, Pasir Ris"
"1.3572706,103.8324331",579642,57,20,"Bishan, Ang Mo Kio"
"1.351261,103.934284",520839,52,18,"Tampines, Pasir Ris"
"1.3714333,103.8860246",530603,53,19,"Serangoon Garden, Hougang, Punggol"
"1.3520637,103.7197154",640444,64,22,Jurong
"1.311422,103.787234",270007,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.37866,103.8785065",530968,53,19,"Serangoon Garden, Hougang, Punggol"
"1.371553,103.880614",530643,53,19,"Serangoon Garden, Hougang, Punggol"
"1.350451,103.8878665",530165,53,19,"Serangoon Garden, Hougang, Punggol"
"1.378798,103.895177",530449,53,19,"Serangoon Garden, Hougang, Punggol"
"1.320432,103.9506292",467991,46,16,"Bedok, Upper East Coast, East Wood, Kew Drive"
"1.3771929,103.935557",510743,51,18,"Tampines, Pasir Ris"
"1.371895,103.946038",518072,51,18,"Tampines, Pasir Ris"
"1.401523,103.906977",824195,82,19,"Serangoon Garden, Hougang, Punggol"
"1.382857,103.747953",680209,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.378088,103.936081",510740,51,18,"Tampines, Pasir Ris"
"1.3743325,103.9027438",533893,53,19,"Serangoon Garden, Hougang, Punggol"
"1.312903,103.883539",398614,39,14,"Geylang, Eunos"
"1.3497035,103.9337061",520827,52,18,"Tampines, Pasir Ris"
"1.3375444,103.7217115",614337,61,22,Jurong
"1.2976961,103.8364723",238113,23,9,"Orchard, Cairnhill, River Valley"
"1.3545938,103.8856956",537750,53,19,"Serangoon Garden, Hougang, Punggol"
"1.295396,103.812452",144091,14,3,"Queenstown, Tiong Bahru"
"1.315343,103.842377",307762,30,11,"Watten Estate, Novena, Thomson"
"1.352659,103.7584",669232,66,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.312334,103.903404",428102,42,15,"Katong, Joo Chiat, Amber Road"
"1.375621,103.739806",682489,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3619272,103.8623522",559637,55,19,"Serangoon Garden, Hougang, Punggol"
"1.367917,103.847636",560323,56,20,"Bishan, Ang Mo Kio"
"1.353708,103.870912",550253,55,19,"Serangoon Garden, Hougang, Punggol"
"1.314262,103.873322",388869,38,14,"Geylang, Eunos"
"1.376417,103.745596",683807,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.31613,103.786724",278354,27,10,"Ardmore, Bukit Timah, Holland Road, Tanglin"
"1.322791,103.8879839",370093,37,13,"Macpherson, Braddell"
"1.366291,103.857016",560465,56,20,"Bishan, Ang Mo Kio"
"1.3274081,103.8449909",329974,32,12,"Balestier, Toa Payoh, Serangoon"
"1.358639,103.8452589",570233,57,20,"Bishan, Ang Mo Kio"
"1.337951,103.774113",590008,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.312485,103.915027",425569,42,15,"Katong, Joo Chiat, Amber Road"
"1.391837,103.88439",543311,54,19,"Serangoon Garden, Hougang, Punggol"
"1.3790849,103.938354",510651,51,18,"Tampines, Pasir Ris"
"1.35637,103.766458",598740,59,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan"
"1.398496,103.744591",680608,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.394485,103.903518",541192,54,19,"Serangoon Garden, Hougang, Punggol"
"1.384251,103.739745",680438,68,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang"
"1.3206107,103.8618905",322102,32,12,"Balestier, Toa Payoh, Serangoon"
"1.352306,103.932625",520881,52,18,"Tampines, Pasir Ris"
"1.3164043,103.8771131",380044,38,14,"Geylang, Eunos"
